externalReference;ownerName;fullWidth_mm;fullHeight_mm;requiredLength;tolerance;quantity;leftCount;rightCount;requiredColorName;materialBarCode;relevantDim;isMeasurementNeeded;dueDate;typeCode;subtypeCode;attributes
"74";"Otthonka, Bp.";3240;2440;3129;;1;0;0;"RAL 7016";NP-ROLL70-6000;Width;false;2026-08-04;NP;CIP;meghajtas=motoros
"74";"Otthonka, Bp.";3240;2440;3065;;1;0;0;"RAL 7016";NP-BAR22-3000;Width;false;2026-08-04;NP;CIP;meghajtas=motoros
"75";"Otthonka, Bp.";3410;2460;3380;;1;0;0;"RAL 7016";NP-T-7016;Width;false;2026-08-04;NP;CIP;meghajtas=motoros
"75";"Otthonka, Bp.";3410;2460;3405;;1;0;0;"RAL 7016";NP-TF-7016;Width;false;2026-08-04;NP;CIP;meghajtas=motoros
"75";"Otthonka, Bp.";3410;2460;3287;;1;0;0;"RAL 7016";NP-CZ-7016;Width;false;2026-08-04;NP;CIP;meghajtas=motoros
"75";"Otthonka, Bp.";3410;2460;2357;;1;0;0;"RAL 7016";NP-CL-7016;Width;false;2026-08-04;NP;CIP;meghajtas=motoros
"75";"Otthonka, Bp.";3410;2460;2357;;1;0;0;"RAL 7016";NP-CLT-7016;Width;false;2026-08-04;NP;CIP;meghajtas=motoros
"75";"Otthonka, Bp.";3410;2460;2357;;1;0;0;"RAL 7016";NP-CLB;Width;false;2026-08-04;NP;CIP;meghajtas=motoros
"75";"Otthonka, Bp.";3410;2460;3299;;1;0;0;"RAL 7016";NP-ROLL70-6000;Width;false;2026-08-04;NP;CIP;meghajtas=motoros
"75";"Otthonka, Bp.";3410;2460;3235;;1;0;0;"RAL 7016";NP-BAR22-3000;Width;false;2026-08-04;NP;CIP;meghajtas=motoros
"76";"Otthonka, Bp.";2880;2260;2850;;1;0;0;"RAL 7016";NP-T-7016;Width;false;2026-07-25;NP;CIP;meghajtas=motoros
"76";"Otthonka, Bp.";2880;2260;2875;;1;0;0;"RAL 7016";NP-TF-7016;Width;false;2026-07-25;NP;CIP;meghajtas=motoros
"76";"Otthonka, Bp.";2880;2260;2757;;1;0;0;"RAL 7016";NP-CZ-7016;Width;false;2026-07-25;NP;CIP;meghajtas=motoros
"76";"Otthonka, Bp.";2880;2260;2157;;1;0;0;"RAL 7016";NP-CL-7016;Width;false;2026-07-25;NP;CIP;meghajtas=motoros
"76";"Otthonka, Bp.";2880;2260;2157;;1;0;0;"RAL 7016";NP-CLT-7016;Width;false;2026-07-25;NP;CIP;meghajtas=motoros
"76";"Otthonka, Bp.";2880;2260;2157;;1;0;0;"RAL 7016";NP-CLB;Width;false;2026-07-25;NP;CIP;meghajtas=motoros
"76";"Otthonka, Bp.";2880;2260;2769;;1;0;0;"RAL 7016";NP-ROLL70-6000;Width;false;2026-07-25;NP;CIP;meghajtas=motoros
"76";"Otthonka, Bp.";2880;2260;2705;;1;0;0;"RAL 7016";NP-BAR22-3000;Width;false;2026-07-25;NP;CIP;meghajtas=motoros
