externalReference;ownerName;fullWidth_mm;fullHeight_mm;requiredLength;tolerance;quantity;leftCount;rightCount;requiredColorName;materialBarCode;relevantDim;isMeasurementNeeded;dueDate;typeCode;subtypeCode;attributes
"57";"Generálkiv., Pécs";2040;2620;2010;;1;0;1;"RAL 7016";NP-T-7016;Width;false;2026-07-31;NP;CIP;meghajtas=motoros
"57";"Generálkiv., Pécs";2040;2620;2035;;1;0;1;"RAL 7016";NP-TF-7016;Width;false;2026-07-31;NP;CIP;meghajtas=motoros
"57";"Generálkiv., Pécs";2040;2620;1917;;1;0;1;"RAL 7016";NP-CZ-7016;Width;false;2026-07-31;NP;CIP;meghajtas=motoros
"57";"Generálkiv., Pécs";2040;2620;2515;;1;0;1;"RAL 7016";NP-CL-7016;Width;false;2026-07-31;NP;CIP;meghajtas=motoros
"57";"Generálkiv., Pécs";2040;2620;2517;;1;0;1;"RAL 7016";NP-CLB;Width;false;2026-07-31;NP;CIP;meghajtas=motoros
"57";"Generálkiv., Pécs";2040;2620;2517;;1;0;1;"RAL 7016";NP-CLT-7016;Width;false;2026-07-31;NP;CIP;meghajtas=motoros
"57";"Generálkiv., Pécs";2040;2620;1929;;1;0;1;"RAL 7016";NP-ROLL70-6000;Width;false;2026-07-31;NP;CIP;meghajtas=motoros
"57";"Generálkiv., Pécs";2040;2620;1865;;1;0;1;"RAL 7016";NP-BAR22-3000;Width;false;2026-07-31;NP;CIP;meghajtas=motoros
"58";"Generálkiv., Pécs";2934;2320;2904;;1;1;0;"RAL 7016";NP-T-7016;Width;false;2026-07-31;NP;CIP;meghajtas=motoros
"58";"Generálkiv., Pécs";2934;2320;2929;;1;1;0;"RAL 7016";NP-TF-7016;Width;false;2026-07-31;NP;CIP;meghajtas=motoros
"58";"Generálkiv., Pécs";2934;2320;2811;;1;1;0;"RAL 7016";NP-CZ-7016;Width;false;2026-07-31;NP;CIP;meghajtas=motoros
"58";"Generálkiv., Pécs";2934;2320;2217;;1;1;0;"RAL 7016";NP-CL-7016;Width;false;2026-07-31;NP;CIP;meghajtas=motoros
"58";"Generálkiv., Pécs";2934;2320;2217;;1;1;0;"RAL 7016";NP-CLT-7016;Width;false;2026-07-31;NP;CIP;meghajtas=motoros
"58";"Generálkiv., Pécs";2934;2320;2217;;1;1;0;"RAL 7016";NP-CLB;Width;false;2026-07-31;NP;CIP;meghajtas=motoros
"58";"Generálkiv., Pécs";2934;2320;2823;;1;1;0;"RAL 7016";NP-ROLL70-6000;Width;false;2026-07-31;NP;CIP;meghajtas=motoros
"58";"Generálkiv., Pécs";2934;2320;2759;;1;1;0;"RAL 7016";NP-BAR22-3000;Width;false;2026-07-31;NP;CIP;meghajtas=motoros
"68";"Nistor Egon";2040;2650;2035;;1;1;0;"RAL 7016";NP-T-7016;Width;false;2026-08-03;NP;SIN;meghajtas=motoros
"68";"Nistor Egon";2040;2650;2035;;1;1;0;"RAL 7016";NP-TF-7016;Width;false;2026-08-03;NP;SIN;meghajtas=motoros
"68";"Nistor Egon";2040;2650;1965;;1;1;0;"RAL 7016";NP-SZ-7016;Width;false;2026-08-03;NP;SIN;meghajtas=motoros
"68";"Nistor Egon";2040;2650;2548;;1;1;0;"RAL 7016";NP-SL-7016;Width;false;2026-08-03;NP;SIN;meghajtas=motoros
"68";"Nistor Egon";2040;2650;1994;;1;1;0;"RAL 7016";NP-ROLL70-6000;Width;false;2026-08-03;NP;SIN;meghajtas=motoros
"68";"Nistor Egon";2040;2650;1920;;1;1;0;"RAL 7016";NP-BAR12-4000;Width;false;2026-08-03;NP;SIN;meghajtas=motoros
"74";"Otthonka, Bp.";3240;2440;3210;;1;0;0;"RAL 7016";NP-T-7016;Width;false;2026-08-04;NP;CIP;meghajtas=motoros
"74";"Otthonka, Bp.";3240;2440;3235;;1;0;0;"RAL 7016";NP-TF-7016;Width;false;2026-08-04;NP;CIP;meghajtas=motoros
"74";"Otthonka, Bp.";3240;2440;3117;;1;0;0;"RAL 7016";NP-CZ-7016;Width;false;2026-08-04;NP;CIP;meghajtas=motoros
"74";"Otthonka, Bp.";3240;2440;2337;;1;0;0;"RAL 7016";NP-CL-7016;Width;false;2026-08-04;NP;CIP;meghajtas=motoros
"74";"Otthonka, Bp.";3240;2440;2337;;1;0;0;"RAL 7016";NP-CLT-7016;Width;false;2026-08-04;NP;CIP;meghajtas=motoros
"74";"Otthonka, Bp.";3240;2440;2337;;1;0;0;"RAL 7016";NP-CLB;Width;false;2026-08-04;NP;CIP;meghajtas=motoros
