externalReference;ownerName;fullWidth_mm;fullHeight_mm;requiredLength;tolerance;quantity;leftCount;rightCount;requiredColorName;materialBarCode;relevantDim;isMeasurementNeeded;dueDate;typeCode;subtypeCode;attributes
"120";"Redőny Shop, Bp.";1160;2460;1155;;1;0;1;"RAL 9010";NP-T-9010;Width;false;2026-07-30;NP;SIN;meghajtas=motoros
"120";"Redőny Shop, Bp.";1160;2460;1155;;1;0;1;"RAL 9010";NP-TF-9010;Width;false;2026-07-30;NP;SIN;meghajtas=motoros
"120";"Redőny Shop, Bp.";1160;2460;1085;;1;0;1;"RAL 9010";NP-SZ-9010;Width;false;2026-07-30;NP;SIN;meghajtas=motoros
"120";"Redőny Shop, Bp.";1160;2460;2358;;1;0;1;"RAL 9010";NP-SL-9010;Width;false;2026-07-30;NP;SIN;meghajtas=motoros
"120";"Redőny Shop, Bp.";1160;2460;1118;;1;0;1;"RAL 9010";NP-ROLL70-6000;Width;false;2026-07-30;NP;SIN;meghajtas=motoros
"120";"Redőny Shop, Bp.";1160;2460;1050;;1;0;1;"RAL 9010";NP-BAR12-4000;Width;false;2026-07-30;NP;SIN;meghajtas=motoros
"117";"Braun, Győr";1770;2470;1740;;1;1;0;"RAL 9010";NP-T-9010;Width;false;2026-08-17;NP;CIP;meghajtas=motoros
"117";"Braun, Győr";1770;2470;1765;;1;1;0;"RAL 9010";NP-TF-9010;Width;false;2026-08-17;NP;CIP;meghajtas=motoros
"117";"Braun, Győr";1770;2470;1647;;1;1;0;"RAL 9010";NP-CZ-9010;Width;false;2026-08-17;NP;CIP;meghajtas=motoros
"117";"Braun, Győr";1770;2470;2367;;1;1;0;"RAL 9010";NP-CL-9010;Width;false;2026-08-17;NP;CIP;meghajtas=motoros
"117";"Braun, Győr";1770;2470;2367;;1;1;0;"RAL 9010";NP-CLT-9010;Width;false;2026-08-17;NP;CIP;meghajtas=motoros
"117";"Braun, Győr";1770;2470;2367;;1;1;0;"RAL 9010";NP-CLB;Width;false;2026-08-17;NP;CIP;meghajtas=motoros
"117";"Braun, Győr";1770;2470;1655;;1;1;0;"RAL 9010";NP-ROLL70-6000;Width;false;2026-08-17;NP;CIP;meghajtas=motoros
"117";"Braun, Győr";1770;2470;1605;;1;1;0;"RAL 9010";NP-BAR22-3000;Width;false;2026-08-17;NP;CIP;meghajtas=motoros
"68";"Nistor Egon";2040;2650;2548;;1;1;0;"RAL 7016";NP-SL-7016;Width;false;2026-08-03;NP;SIN;meghajtas=motoros
"68";"Nistor Egon";2040;2650;1965;;1;1;0;"RAL 7016";NP-SZ-7016;Width;false;2026-08-03;NP;SIN;meghajtas=motoros
