externalReference;ownerName;fullWidth_mm;fullHeight_mm;requiredLength;tolerance;quantity;leftCount;rightCount;requiredColorName;materialBarCode;relevantDim;isMeasurementNeeded;dueDate;typeCode;subtypeCode;attributes;surface
"325";"Frama, Jurj";2900;2150;2895;;2;1;1;"RAL 1015";NP-T;Width;false;2026-09-24;NP;SIN;meghajtas=motoros;SM
"325";"Frama, Jurj";2900;2150;2895;;2;1;1;"RAL 1015";NP-TF;Width;false;2026-09-24;NP;SIN;meghajtas=motoros;SM
"325";"Frama, Jurj";2900;2150;2825;;2;1;1;"RAL 1015";NP-SZ;Width;false;2026-09-24;NP;SIN;meghajtas=motoros;SM
"325";"Frama, Jurj";2900;2150;2048;;2;1;1;"RAL 1015";NP-SL2;Width;false;2026-09-24;NP;SIN;meghajtas=motoros;SM
"325";"Frama, Jurj";2900;2150;2856;;2;1;1;"RAL 1015";NP-ROLL70-5000;Width;false;2026-09-24;NP;SIN;meghajtas=motoros;SM
"325";"Frama, Jurj";2900;2150;2780;;2;1;1;"RAL 1015";NP-BAR12-4000;Width;false;2026-09-24;NP;SIN;meghajtas=motoros;SM
"326";"Frama, Jurj";2150;2150;2145;;1;1;0;"RAL 1015";NP-T;Width;false;2026-09-24;NP;SIN;meghajtas=motoros;SM
"326";"Frama, Jurj";2150;2150;2145;;1;1;0;"RAL 1015";NP-TF;Width;false;2026-09-24;NP;SIN;meghajtas=motoros;SM
"326";"Frama, Jurj";2150;2150;2075;;1;1;0;"RAL 1015";NP-SZ;Width;false;2026-09-24;NP;SIN;meghajtas=motoros;SM
"326";"Frama, Jurj";2150;2150;2048;;1;1;0;"RAL 1015";NP-SL2;Width;false;2026-09-24;NP;SIN;meghajtas=motoros;SM
"326";"Frama, Jurj";2150;2150;2106;;1;1;0;"RAL 1015";NP-ROLL70-5000;Width;false;2026-09-24;NP;SIN;meghajtas=motoros;SM
"326";"Frama, Jurj";2150;2150;2030;;1;1;0;"RAL 1015";NP-BAR12-4000;Width;false;2026-09-24;NP;SIN;meghajtas=motoros;SM
"327";"Frama, Jurj";2400;2150;2395;;1;0;1;"RAL 1015";NP-T;Width;false;2026-09-24;NP;SIN;meghajtas=motoros;SM
"327";"Frama, Jurj";2400;2150;2395;;1;0;1;"RAL 1015";NP-TF;Width;false;2026-09-24;NP;SIN;meghajtas=motoros;SM
"327";"Frama, Jurj";2400;2150;2325;;1;0;1;"RAL 1015";NP-SZ;Width;false;2026-09-24;NP;SIN;meghajtas=motoros;SM
"327";"Frama, Jurj";2400;2150;2048;;1;0;1;"RAL 1015";NP-SL2;Width;false;2026-09-24;NP;SIN;meghajtas=motoros;SM
"327";"Frama, Jurj";2400;2150;2356;;1;0;1;"RAL 1015";NP-ROLL70-5000;Width;false;2026-09-24;NP;SIN;meghajtas=motoros;SM
"327";"Frama, Jurj";2400;2150;2280;;1;0;1;"RAL 1015";NP-BAR12-4000;Width;false;2026-09-24;NP;SIN;meghajtas=motoros;SM
"311";"Szajkó, Győr";2850;3100;2820;;2;1;1;"RAL 9010";NP-T-9010;Width;false;2026-09-28;NP;CIP;meghajtas=kurblis;FS
"311";"Szajkó, Győr";2850;3100;2845;;2;1;1;"RAL 9010";NP-TF-9010;Width;false;2026-09-28;NP;CIP;meghajtas=kurblis;FS
"311";"Szajkó, Győr";2850;3100;2727;;2;1;1;"RAL 9010";NP-CZ-9010;Width;false;2026-09-28;NP;CIP;meghajtas=kurblis;FS
"311";"Szajkó, Győr";2850;3100;2997;;2;1;1;"RAL 9010";NP-CL2+CLT2+CLB2-9010;Width;false;2026-09-28;NP;CIP;meghajtas=kurblis;FS
"311";"Szajkó, Győr";2850;3100;2735;;2;1;1;"RAL 9010";NP-ROLL70-5000;Width;false;2026-09-28;NP;CIP;meghajtas=kurblis;FS
"311";"Szajkó, Győr";2850;3100;2675;;2;1;1;"RAL 9010";NP-BAR22-3000;Width;false;2026-09-28;NP;CIP;meghajtas=kurblis;FS
