externalReference;ownerName;fullWidth_mm;fullHeight_mm;requiredLength;tolerance;quantity;leftCount;rightCount;requiredColorName;materialBarCode;relevantDim;isMeasurementNeeded;dueDate;typeCode;subtypeCode;attributes
"54";"Vertex, Miskolc";3325;2340;3102;;1;1;0;"RAL 8016";NP-CZ;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"54";"Vertex, Miskolc";3325;2340;2237;;1;1;0;"RAL 8016";NP-CL;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"54";"Vertex, Miskolc";3325;2340;2237;;1;1;0;"RAL 8016";NP-CLB;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"54";"Vertex, Miskolc";3325;2340;2237;;1;1;0;"RAL 8016";NP-CLT;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"54";"Vertex, Miskolc";3325;2340;3114;;1;1;0;"RAL 8016";NP-ROLL70-7000;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"54";"Vertex, Miskolc";3325;2340;3050;;1;1;0;"RAL 8016";NP-BAR22-3000;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"37";"Agora Fenster, Győr";1525;1130;1495;;2;1;1;"RAL 8016SRMATT";NP-T;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"37";"Agora Fenster, Győr";1525;1130;1520;;2;1;1;"RAL 8016SRMATT";NP-TF;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"37";"Agora Fenster, Győr";1525;1130;1402;;2;1;1;"RAL 8016SRMATT";NP-CZ;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"37";"Agora Fenster, Győr";1525;1130;1027;;2;1;1;"RAL 8016SRMATT";NP-CL;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"37";"Agora Fenster, Győr";1525;1130;1027;;2;1;1;"RAL 8016SRMATT";NP-CLB;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"37";"Agora Fenster, Győr";1525;1130;1027;;2;1;1;"RAL 8016SRMATT";NP-CLT;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"37";"Agora Fenster, Győr";1525;1130;1414;;2;1;1;"RAL 8016SRMATT";NP-ROLL70-7000;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"37";"Agora Fenster, Győr";1525;1130;1350;;2;1;1;"RAL 8016SRMATT";NP-BAR22-3000;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"38";"Agora Fenster, Győr";2240;1130;2210;;2;1;1;"RAL 8016SRMATT";NP-T;Width;false;2026-07-22;NP;CIP;meghajtas=motoros
"38";"Agora Fenster, Győr";2240;1130;2235;;2;1;1;"RAL 8016SRMATT";NP-TF;Width;false;2026-07-22;NP;CIP;meghajtas=motoros
"38";"Agora Fenster, Győr";2240;1130;2117;;2;1;1;"RAL 8016SRMATT";NP-CZ;Width;false;2026-07-22;NP;CIP;meghajtas=motoros
"38";"Agora Fenster, Győr";2240;1130;1027;;2;1;1;"RAL 8016SRMATT";NP-CL;Width;false;2026-07-22;NP;CIP;meghajtas=motoros
"38";"Agora Fenster, Győr";2240;1130;1027;;2;1;1;"RAL 8016SRMATT";NP-CLB;Width;false;2026-07-22;NP;CIP;meghajtas=motoros
"38";"Agora Fenster, Győr";2240;1130;1027;;2;1;1;"RAL 8016SRMATT";NP-CLT;Width;false;2026-07-22;NP;CIP;meghajtas=motoros
"38";"Agora Fenster, Győr";2240;1130;2129;;2;1;1;"RAL 8016SRMATT";NP-ROLL70-7000;Width;false;2026-07-22;NP;CIP;meghajtas=motoros
"38";"Agora Fenster, Győr";2240;1130;2065;;2;1;1;"RAL 8016SRMATT";NP-BAR22-3000;Width;false;2026-07-22;NP;CIP;meghajtas=motoros
"39";"Agora Fenster, Győr";1345;1130;1315;;1;1;0;"RAL 8016SRMATT";NP-T;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"39";"Agora Fenster, Győr";1345;1130;1340;;1;1;0;"RAL 8016SRMATT";NP-TF;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"39";"Agora Fenster, Győr";1345;1130;1222;;1;1;0;"RAL 8016SRMATT";NP-CZ;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"39";"Agora Fenster, Győr";1345;1130;1027;;1;1;0;"RAL 8016SRMATT";NP-CL;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"39";"Agora Fenster, Győr";1345;1130;1027;;1;1;0;"RAL 8016SRMATT";NP-CLB;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"39";"Agora Fenster, Győr";1345;1130;1027;;1;1;0;"RAL 8016SRMATT";NP-CLT;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"39";"Agora Fenster, Győr";1345;1130;1234;;1;1;0;"RAL 8016SRMATT";NP-ROLL70-7000;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"39";"Agora Fenster, Győr";1345;1130;1170;;1;1;0;"RAL 8016SRMATT";NP-BAR22-3000;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"40";"Agora Fenster, Győr";2000;1130;1970;;1;0;1;"RAL 8016SRMATT";NP-T;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"40";"Agora Fenster, Győr";2000;1130;1995;;1;0;1;"RAL 8016SRMATT";NP-TF;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"40";"Agora Fenster, Győr";2000;1130;1877;;1;0;1;"RAL 8016SRMATT";NP-CZ;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"40";"Agora Fenster, Győr";2000;1130;1027;;1;0;1;"RAL 8016SRMATT";NP-CL;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"40";"Agora Fenster, Győr";2000;1130;1027;;1;0;1;"RAL 8016SRMATT";NP-CLB;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"40";"Agora Fenster, Győr";2000;1130;1027;;1;0;1;"RAL 8016SRMATT";NP-CLT;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"40";"Agora Fenster, Győr";2000;1130;1889;;1;0;1;"RAL 8016SRMATT";NP-ROLL70-7000;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"40";"Agora Fenster, Győr";2000;1130;1825;;1;0;1;"RAL 8016SRMATT";NP-BAR22-3000;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
