externalReference;ownerName;fullWidth_mm;fullHeight_mm;requiredLength;tolerance;quantity;leftCount;rightCount;requiredColorName;materialBarCode;relevantDim;isMeasurementNeeded;dueDate;typeCode;subtypeCode;attributes
"52";"Vertex, Miskolc";2100;2350;2070;;1;0;1;"RAL 8016";NP-T;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"52";"Vertex, Miskolc";2100;2350;2095;;1;0;1;"RAL 8016";NP-TF;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"52";"Vertex, Miskolc";2100;2350;1977;;1;0;1;"RAL 8016";NP-CZ;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"52";"Vertex, Miskolc";2100;2350;2247;;1;0;1;"RAL 8016";NP-CL;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"52";"Vertex, Miskolc";2100;2350;2247;;1;0;1;"RAL 8016";NP-CLB;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"52";"Vertex, Miskolc";2100;2350;2247;;1;0;1;"RAL 8016";NP-CLT;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"52";"Vertex, Miskolc";2100;2350;1989;;1;0;1;"RAL 8016";NP-ROLL70-7000;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"52";"Vertex, Miskolc";2100;2350;1925;;1;0;1;"RAL 8016";NP-BAR22-3000;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"53";"Vertex, Miskolc";2185;2350;2155;;1;0;1;"RAL 8016";NP-T;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"53";"Vertex, Miskolc";2185;2350;2180;;1;0;1;"RAL 8016";NP-TF;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"53";"Vertex, Miskolc";2185;2350;2062;;1;0;1;"RAL 8016";NP-CZ;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"53";"Vertex, Miskolc";2185;2350;2247;;1;0;1;"RAL 8016";NP-CL;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"53";"Vertex, Miskolc";2185;2350;2247;;1;0;1;"RAL 8016";NP-CLB;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"53";"Vertex, Miskolc";2185;2350;2247;;1;0;1;"RAL 8016";NP-CLT;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"53";"Vertex, Miskolc";2185;2350;2074;;1;0;1;"RAL 8016";NP-ROLL70-7000;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"53";"Vertex, Miskolc";2185;2350;2010;;1;0;1;"RAL 8016";NP-BAR22-3000;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"54";"Vertex, Miskolc";3325;2340;3195;;1;1;0;"RAL 8016";NP-T;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
"54";"Vertex, Miskolc";3325;2340;3220;;1;1;0;"RAL 8016";NP-TF;Width;false;2026-07-27;NP;CIP;meghajtas=motoros
