externalReference;ownerName;fullWidth_mm;fullHeight_mm;requiredLength;tolerance;quantity;leftCount;rightCount;requiredColorName;materialBarCode;relevantDim;isMeasurementNeeded;dueDate;typeCode;subtypeCode;attributes;surface
"214";"Kezs Ablak, Bcs.";3410;2190;3295;;1;0;1;"RAL 7016";NP-ROLL70-5000;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"214";"Kezs Ablak, Bcs.";3410;2190;3245;;1;0;1;"RAL 7016";NP-BAR22-3000;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"189";"ÁrnyékGuru, Eger";1425;2000;1250;;1;1;0;"RAL 9010";NP-BAR22-3000;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;Unknown
"189";"ÁrnyékGuru, Eger";1425;2000;1395;;1;1;0;"RAL 9010";NP-T-9010;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;Unknown
"189";"ÁrnyékGuru, Eger";1425;2000;1420;;1;1;0;"RAL 9010";NP-TF-9010;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;Unknown
"189";"ÁrnyékGuru, Eger";1425;2000;1302;;1;1;0;"RAL 9010";NP-CZ-9010;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;Unknown
"189";"ÁrnyékGuru, Eger";1425;2000;1897;;1;1;0;"RAL 9010";NP-CL-9010;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;Unknown
"189";"ÁrnyékGuru, Eger";1425;2000;1897;;1;1;0;"RAL 9010";NP-CLT-9010;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;Unknown
"189";"ÁrnyékGuru, Eger";1425;2000;1897;;1;1;0;"RAL 9010";NP-CLB;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;Unknown
"189";"ÁrnyékGuru, Eger";1425;2000;1310;;1;1;0;"RAL 9010";NP-ROLL70-5000;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;Unknown
"200";"Frama, Sidral";3838;2230;3808;;1;1;0;"RAL 7016";NP-T-7016;Width;false;2026-08-27;NP;CIP;meghajtas=motoros;Unknown
"200";"Frama, Sidral";3838;2230;3833;;1;1;0;"RAL 7016";NP-TF-7016;Width;false;2026-08-27;NP;CIP;meghajtas=motoros;Unknown
"200";"Frama, Sidral";3838;2230;3715;;1;1;0;"RAL 7016";NP-CZ-7016;Width;false;2026-08-27;NP;CIP;meghajtas=motoros;Unknown
"200";"Frama, Sidral";3838;2230;2127;;1;1;0;"RAL 7016";NP-CL-7016;Width;false;2026-08-27;NP;CIP;meghajtas=motoros;Unknown
"200";"Frama, Sidral";3838;2230;2127;;1;1;0;"RAL 7016";NP-CLT-7016;Width;false;2026-08-27;NP;CIP;meghajtas=motoros;Unknown
"200";"Frama, Sidral";3838;2230;2127;;1;1;0;"RAL 7016";NP-CLB;Width;false;2026-08-27;NP;CIP;meghajtas=motoros;Unknown
"200";"Frama, Sidral";3838;2230;3723;;1;1;0;"RAL 7016";NP-ROLL78-7000;Width;false;2026-08-27;NP;CIP;meghajtas=motoros;Unknown
"200";"Frama, Sidral";3838;2230;3673;;1;1;0;"RAL 7016";NP-BAR22-3000;Width;false;2026-08-27;NP;CIP;meghajtas=motoros;Unknown
"201";"Frama, Sidral";2810;2470;2780;;1;0;1;"RAL 7016";NP-T-7016;Width;false;2026-08-27;NP;CIP;meghajtas=motoros;Unknown
"201";"Frama, Sidral";2810;2470;2805;;1;0;1;"RAL 7016";NP-TF-7016;Width;false;2026-08-27;NP;CIP;meghajtas=motoros;Unknown
"201";"Frama, Sidral";2810;2470;2687;;1;0;1;"RAL 7016";NP-CZ-7016;Width;false;2026-08-27;NP;CIP;meghajtas=motoros;Unknown
"201";"Frama, Sidral";2810;2470;2367;;1;0;1;"RAL 7016";NP-CL-7016;Width;false;2026-08-27;NP;CIP;meghajtas=motoros;Unknown
"201";"Frama, Sidral";2810;2470;2367;;1;0;1;"RAL 7016";NP-CLT-7016;Width;false;2026-08-27;NP;CIP;meghajtas=motoros;Unknown
"201";"Frama, Sidral";2810;2470;2367;;1;0;1;"RAL 7016";NP-CLB;Width;false;2026-08-27;NP;CIP;meghajtas=motoros;Unknown
"201";"Frama, Sidral";2810;2470;2695;;1;0;1;"RAL 7016";NP-ROLL70-5000;Width;false;2026-08-27;NP;CIP;meghajtas=motoros;Unknown
"201";"Frama, Sidral";2810;2470;2645;;1;0;1;"RAL 7016";NP-BAR22-3000;Width;false;2026-08-27;NP;CIP;meghajtas=motoros;Unknown
"215";"Hársfalvi, Nyh";2500;2490;2470;;1;1;0;"RAL 7016";NP-T;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"215";"Hársfalvi, Nyh";2500;2490;2495;;1;1;0;"RAL 7016";NP-TF-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"215";"Hársfalvi, Nyh";2500;2490;2377;;1;1;0;"RAL 7016";NP-CZ-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"215";"Hársfalvi, Nyh";2500;2490;2387;;1;1;0;"RAL 7016";NP-CL-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"215";"Hársfalvi, Nyh";2500;2490;2387;;1;1;0;"RAL 7016";NP-CLT-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"215";"Hársfalvi, Nyh";2500;2490;2387;;1;1;0;"RAL 7016";NP-CLB;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"215";"Hársfalvi, Nyh";2500;2490;2385;;1;1;0;"RAL 7016";NP-ROLL70-5000;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"215";"Hársfalvi, Nyh";2500;2490;2335;;1;1;0;"RAL 7016";NP-BAR22-3000;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"216";"Hársfalvi, Nyh";2205;2490;2175;;1;1;0;"RAL 7016";NP-T-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"216";"Hársfalvi, Nyh";2205;2490;2200;;1;1;0;"RAL 7016";NP-TF-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"216";"Hársfalvi, Nyh";2205;2490;2082;;1;1;0;"RAL 7016";NP-CZ-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"216";"Hársfalvi, Nyh";2205;2490;2387;;1;1;0;"RAL 7016";NP-CL-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"216";"Hársfalvi, Nyh";2205;2490;2387;;1;1;0;"RAL 7016";NP-CLT-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"216";"Hársfalvi, Nyh";2205;2490;2387;;1;1;0;"RAL 7016";NP-CLB;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"216";"Hársfalvi, Nyh";2205;2490;2090;;1;1;0;"RAL 7016";NP-ROLL70-5000;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"216";"Hársfalvi, Nyh";2205;2490;2040;;1;1;0;"RAL 7016";NP-BAR22-3000;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"217";"Hársfalvi, Nyh";2205;2490;2175;;1;0;1;"RAL 7016";NP-T-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"217";"Hársfalvi, Nyh";2205;2490;2200;;1;0;1;"RAL 7016";NP-TF-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"217";"Hársfalvi, Nyh";2205;2490;2082;;1;0;1;"RAL 7016";NP-CZ-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"217";"Hársfalvi, Nyh";2205;2490;2387;;1;0;1;"RAL 7016";NP-CL-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"217";"Hársfalvi, Nyh";2205;2490;2387;;1;0;1;"RAL 7016";NP-CLT-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"217";"Hársfalvi, Nyh";2205;2490;2387;;1;0;1;"RAL 7016";NP-CLB;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"217";"Hársfalvi, Nyh";2205;2490;2090;;1;0;1;"RAL 7016";NP-ROLL70-5000;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"217";"Hársfalvi, Nyh";2205;2490;2040;;1;0;1;"RAL 7016";NP-BAR22-3000;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"218";"Hársfalvi, Nyh";2080;2490;2050;;1;1;0;"RAL 7016";NP-T-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"218";"Hársfalvi, Nyh";2080;2490;2075;;1;1;0;"RAL 7016";NP-TF-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"218";"Hársfalvi, Nyh";2080;2490;1957;;1;1;0;"RAL 7016";NP-CZ-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"218";"Hársfalvi, Nyh";2080;2490;2387;;1;1;0;"RAL 7016";NP-CL-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"218";"Hársfalvi, Nyh";2080;2490;2387;;1;1;0;"RAL 7016";NP-CLT-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"218";"Hársfalvi, Nyh";2080;2490;2387;;1;1;0;"RAL 7016";NP-CLB;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"218";"Hársfalvi, Nyh";2080;2490;1965;;1;1;0;"RAL 7016";NP-ROLL70-5000;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"218";"Hársfalvi, Nyh";2080;2490;1915;;1;1;0;"RAL 7016";NP-BAR22-3000;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"219";"Hársfalvi, Nyh";3210;2510;3180;;1;1;0;"RAL 7016";NP-T-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"219";"Hársfalvi, Nyh";3210;2510;3205;;1;1;0;"RAL 7016";NP-TF-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"219";"Hársfalvi, Nyh";3210;2510;3087;;1;1;0;"RAL 7016";NP-CZ-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"219";"Hársfalvi, Nyh";3210;2510;2407;;1;1;0;"RAL 7016";NP-CL-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"219";"Hársfalvi, Nyh";3210;2510;2407;;1;1;0;"RAL 7016";NP-CLT-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"219";"Hársfalvi, Nyh";3210;2510;2407;;1;1;0;"RAL 7016";NP-CLB;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"219";"Hársfalvi, Nyh";3210;2510;3095;;1;1;0;"RAL 7016";NP-ROLL70-5000;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"219";"Hársfalvi, Nyh";3210;2510;3045;;1;1;0;"RAL 7016";NP-BAR22-3000;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"220";"Hársfalvi, Nyh";3255;2510;3225;;1;1;0;"RAL 7016";NP-T-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"220";"Hársfalvi, Nyh";3255;2510;3250;;1;1;0;"RAL 7016";NP-TF-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"220";"Hársfalvi, Nyh";3255;2510;3132;;1;1;0;"RAL 7016";NP-CZ-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"220";"Hársfalvi, Nyh";3255;2510;2407;;1;1;0;"RAL 7016";NP-CL-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"220";"Hársfalvi, Nyh";3255;2510;2407;;1;1;0;"RAL 7016";NP-CLT-7016;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"220";"Hársfalvi, Nyh";3255;2510;2407;;1;1;0;"RAL 7016";NP-CLB;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"220";"Hársfalvi, Nyh";3255;2510;3140;;1;1;0;"RAL 7016";NP-ROLL70-5000;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"220";"Hársfalvi, Nyh";3255;2510;3090;;1;1;0;"RAL 7016";NP-BAR22-3000;Width;false;2026-08-26;NP;CIP;meghajtas=motoros;SM
"226";"CsicsuBau, Bp";2450;2165;2420;;1;0;1;"RAL 7016";NP-T-7016;Width;false;2026-08-25;NP;CIP;meghajtas=motoros;SM
"226";"CsicsuBau, Bp";2450;2165;2445;;1;0;1;"RAL 7016";NP-TF-7016;Width;false;2026-08-25;NP;CIP;meghajtas=motoros;SM
"226";"CsicsuBau, Bp";2450;2165;2327;;1;0;1;"RAL 7016";NP-CZ-7016;Width;false;2026-08-25;NP;CIP;meghajtas=motoros;SM
"226";"CsicsuBau, Bp";2450;2165;2062;;1;0;1;"RAL 7016";NP-CL-7016;Width;false;2026-08-25;NP;CIP;meghajtas=motoros;SM
"226";"CsicsuBau, Bp";2450;2165;2062;;1;0;1;"RAL 7016";NP-CLT-7016;Width;false;2026-08-25;NP;CIP;meghajtas=motoros;SM
"226";"CsicsuBau, Bp";2450;2165;2062;;1;0;1;"RAL 7016";NP-CLB;Width;false;2026-08-25;NP;CIP;meghajtas=motoros;SM
"226";"CsicsuBau, Bp";2450;2165;2335;;1;0;1;"RAL 7016";NP-ROLL70-5000;Width;false;2026-08-25;NP;CIP;meghajtas=motoros;SM
"226";"CsicsuBau, Bp";2450;2165;2285;;1;0;1;"RAL 7016";NP-BAR22-3000;Width;false;2026-08-25;NP;CIP;meghajtas=motoros;SM
"227";"CsicsuBau, Bp";2360;2165;2330;;1;1;0;"RAL 7016";NP-T-7016;Width;false;2026-08-25;NP;CIP;meghajtas=motoros;SM
"227";"CsicsuBau, Bp";2360;2165;2355;;1;1;0;"RAL 7016";NP-TF-7016;Width;false;2026-08-25;NP;CIP;meghajtas=motoros;SM
"227";"CsicsuBau, Bp";2360;2165;2237;;1;1;0;"RAL 7016";NP-CZ-7016;Width;false;2026-08-25;NP;CIP;meghajtas=motoros;SM
"227";"CsicsuBau, Bp";2360;2165;2062;;1;1;0;"RAL 7016";NP-CL-7016;Width;false;2026-08-25;NP;CIP;meghajtas=motoros;SM
"227";"CsicsuBau, Bp";2360;2165;2062;;1;1;0;"RAL 7016";NP-CLT-7016;Width;false;2026-08-25;NP;CIP;meghajtas=motoros;SM
"227";"CsicsuBau, Bp";2360;2165;2062;;1;1;0;"RAL 7016";NP-CLB;Width;false;2026-08-25;NP;CIP;meghajtas=motoros;SM
"227";"CsicsuBau, Bp";2360;2165;2245;;1;1;0;"RAL 7016";NP-ROLL70-5000;Width;false;2026-08-25;NP;CIP;meghajtas=motoros;SM
"227";"CsicsuBau, Bp";2360;2165;2195;;1;1;0;"RAL 7016";NP-BAR22-3000;Width;false;2026-08-25;NP;CIP;meghajtas=motoros;SM
