externalReference;ownerName;fullWidth_mm;fullHeight_mm;requiredLength;tolerance;quantity;leftCount;rightCount;requiredColorName;materialBarCode;relevantDim;isMeasurementNeeded;dueDate;typeCode;subtypeCode;attributes;surface
"212";"HamarInvest";4000;2800;3995;;1;0;1;"RAL 7016";NP-T-7016;Width;false;2026-08-24;NP;BOW;meghajtas=motoros;Unknown
"212";"HamarInvest";4000;2800;3995;;1;0;1;"RAL 7016";NP-TF-7016;Width;false;2026-08-24;NP;BOW;meghajtas=motoros;Unknown
"212";"HamarInvest";4000;2800;3960;;1;0;1;"RAL 7016";NP-SZ-7016;Width;false;2026-08-24;NP;BOW;meghajtas=motoros;Unknown
"212";"HamarInvest";4000;2800;3955;;1;0;1;"RAL 7016";NP-ROLL70-5000;Width;false;2026-08-24;NP;BOW;meghajtas=motoros;Unknown
"212";"HamarInvest";4000;2800;3925;;1;0;1;"RAL 7016";NP-BAR12-4000;Width;false;2026-08-24;NP;BOW;meghajtas=motoros;Unknown
"195";"Kezs Ablak, Bcs.";2400;2185;2370;;1;0;1;"RAL 7016";NP-T-7016;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"195";"Kezs Ablak, Bcs.";2400;2185;2395;;1;0;1;"RAL 7016";NP-TF-7016;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"195";"Kezs Ablak, Bcs.";2400;2185;2277;;1;0;1;"RAL 7016";NP-CZ-7016;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"195";"Kezs Ablak, Bcs.";2400;2185;2082;;1;0;1;"RAL 7016";NP-CL-7016;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"195";"Kezs Ablak, Bcs.";2400;2185;2082;;1;0;1;"RAL 7016";NP-CLT-7016;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"195";"Kezs Ablak, Bcs.";2400;2185;2082;;1;0;1;"RAL 7016";NP-CLB;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"195";"Kezs Ablak, Bcs.";2400;2185;2285;;1;0;1;"RAL 7016";NP-ROLL70-5000;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"195";"Kezs Ablak, Bcs.";2400;2185;2235;;1;0;1;"RAL 7016";NP-BAR22-3000;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"213";"Kezs Ablak, Bcs.";2380;2185;2350;;1;1;0;"RAL 7016";NP-T-7016;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"213";"Kezs Ablak, Bcs.";2380;2185;2375;;1;1;0;"RAL 7016";NP-TF-7016;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"213";"Kezs Ablak, Bcs.";2380;2185;2257;;1;1;0;"RAL 7016";NP-CZ-7016;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"213";"Kezs Ablak, Bcs.";2380;2185;2082;;1;1;0;"RAL 7016";NP-CL-7016;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"213";"Kezs Ablak, Bcs.";2380;2185;2082;;1;1;0;"RAL 7016";NP-CLT-7016;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"213";"Kezs Ablak, Bcs.";2380;2185;2082;;1;1;0;"RAL 7016";NP-CLB;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"213";"Kezs Ablak, Bcs.";2380;2185;2265;;1;1;0;"RAL 7016";NP-ROLL70-5000;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"213";"Kezs Ablak, Bcs.";2380;2185;2215;;1;1;0;"RAL 7016";NP-BAR22-3000;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"214";"Kezs Ablak, Bcs.";3410;2190;3380;;1;0;1;"RAL 7016";NP-T-7016;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"214";"Kezs Ablak, Bcs.";3410;2190;3405;;1;0;1;"RAL 7016";NP-TF-7016;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"214";"Kezs Ablak, Bcs.";3410;2190;3287;;1;0;1;"RAL 7016";NP-CZ-7016;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"214";"Kezs Ablak, Bcs.";3410;2190;2087;;1;0;1;"RAL 7016";NP-CL-7016;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"214";"Kezs Ablak, Bcs.";3410;2190;2087;;1;0;1;"RAL 7016";NP-CLT-7016;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
"214";"Kezs Ablak, Bcs.";3410;2190;2087;;1;0;1;"RAL 7016";NP-CLB;Width;false;2026-09-01;NP;CIP;meghajtas=motoros;Unknown
