externalReference;ownerName;fullWidth_mm;fullHeight_mm;requiredLength;tolerance;quantity;leftCount;rightCount;requiredColorName;materialBarCode;relevantDim;isMeasurementNeeded;dueDate;typeCode;subtypeCode
"1912";"Generálkiv., Pécs";0;0;3599;;1;0;1;"RAL 8003";NP-ROLL78-7000;Width;false;2026-07-10;NP;CIP
"1913";"Generálkiv., Pécs";0;0;689;;1;0;1;"RAL 8003";NP-ROLL70-7000;Width;false;2026-07-10;NP;CIP
"1914";"Generálkiv., Pécs";0;0;1949;;1;0;1;"RAL 8003";NP-ROLL70-7000;Width;false;2026-07-10;NP;CIP
"1915";"Generálkiv., Pécs";0;0;569;;1;0;1;"RAL 8003";NP-ROLL70-7000;Width;false;2026-07-10;NP;CIP
"1916";"Generálkiv., Pécs";0;0;2069;;1;0;1;"RAL 8003";NP-ROLL70-7000;Width;false;2026-07-10;NP;CIP
"1919";"Napex, Pécs";0;0;1639;;1;1;0;"RAL 7038";NP-ROLL70-7000;Width;false;2026-07-10;NP;CIP
"1920";"Napex, Pécs";0;0;1669;;1;1;0;"RAL 7038";NP-ROLL70-7000;Width;false;2026-07-10;NP;CIP
"1952";"Napex Pécs";0;0;1609;;1;1;0;"RAL 7038";NP-ROLL70-7000;Width;false;2026-07-10;NP;CIP
"1909";"Generálkiv., Pécs";0;0;3525;;1;0;1;"RAL 8003";NP-BAR22-3000;Width;false;2026-07-10;NP;CIP
"1910";"Generálkiv., Pécs";0;0;2965;;1;0;1;"RAL 8003";NP-BAR22-3000;Width;false;2026-07-10;NP;CIP
"1911";"Generálkiv., Pécs";0;0;2965;;1;0;1;"RAL 8003";NP-BAR22-3000;Width;false;2026-07-10;NP;CIP
"1912";"Generálkiv., Pécs";0;0;3535;;1;0;1;"RAL 8003";NP-BAR22-3000;Width;false;2026-07-10;NP;CIP
"1913";"Generálkiv., Pécs";0;0;625;;1;0;1;"RAL 8003";NP-BAR22-3000;Width;false;2026-07-10;NP;CIP
"1914";"Generálkiv., Pécs";0;0;1885;;1;0;1;"RAL 8003";NP-BAR22-3000;Width;false;2026-07-10;NP;CIP
"1915";"Generálkiv., Pécs";0;0;505;;1;0;1;"RAL 8003";NP-BAR22-3000;Width;false;2026-07-10;NP;CIP
"1916";"Generálkiv., Pécs";0;0;2005;;1;0;1;"RAL 8003";NP-BAR22-3000;Width;false;2026-07-10;NP;CIP
"1919";"Napex, Pécs";0;0;1575;;1;1;0;"RAL 7038";NP-BAR22-3000;Width;false;2026-07-10;NP;CIP
"1920";"Napex, Pécs";0;0;1605;;1;1;0;"RAL 7038";NP-BAR22-3000;Width;false;2026-07-10;NP;CIP
"1952";"Napex Pécs";0;0;1545;;1;1;0;"RAL 7038";NP-BAR22-3000;Width;false;2026-07-10;NP;CIP
