externalReference;ownerName;fullWidth_mm;fullHeight_mm;requiredLength;tolerance;quantity;leftCount;rightCount;requiredColorName;materialBarCode;relevantDim;isMeasurementNeeded;dueDate;typeCode;subtypeCode;attributes;surface
"301";"Neva-Tech, Szeged";1500;2360;1470;;1;1;0;"RAL 9010";NP-T-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"301";"Neva-Tech, Szeged";1500;2360;1495;;1;1;0;"RAL 9010";NP-TF-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"301";"Neva-Tech, Szeged";1500;2360;1377;;1;1;0;"RAL 9010";NP-CZ-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"301";"Neva-Tech, Szeged";1500;2360;2257;;1;1;0;"RAL 9010";NP-CL2+CLT2+CLB2-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"301";"Neva-Tech, Szeged";1500;2360;1389;;1;1;0;"RAL 9010";NP-ROLL70-5000;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"301";"Neva-Tech, Szeged";1500;2360;1325;;1;1;0;"RAL 9010";NP-BAR22-3000;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"302";"Neva-Tech, Szeged";2090;2360;2060;;1;1;0;"RAL 9010";NP-T-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"302";"Neva-Tech, Szeged";2090;2360;2085;;1;1;0;"RAL 9010";NP-TF-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"302";"Neva-Tech, Szeged";2090;2360;1967;;1;1;0;"RAL 9010";NP-CZ-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"302";"Neva-Tech, Szeged";2090;2360;2257;;1;1;0;"RAL 9010";NP-CL2+CLT2+CLB2-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"302";"Neva-Tech, Szeged";2090;2360;1979;;1;1;0;"RAL 9010";NP-ROLL70-5000;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"302";"Neva-Tech, Szeged";2090;2360;1915;;1;1;0;"RAL 9010";NP-BAR22-3000;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"303";"Neva-Tech, Szeged";2140;2355;2110;;1;0;1;"RAL 9010";NP-T-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"303";"Neva-Tech, Szeged";2140;2355;2135;;1;0;1;"RAL 9010";NP-TF-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"303";"Neva-Tech, Szeged";2140;2355;2017;;1;0;1;"RAL 9010";NP-CZ-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"303";"Neva-Tech, Szeged";2140;2355;2252;;1;0;1;"RAL 9010";NP-CL2+CLT2+CLB2-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"303";"Neva-Tech, Szeged";2140;2355;2029;;1;0;1;"RAL 9010";NP-ROLL70-5000;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"303";"Neva-Tech, Szeged";2140;2355;1965;;1;0;1;"RAL 9010";NP-BAR22-3000;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"304";"Neva-Tech, Szeged";2620;2370;2590;;1;0;1;"RAL 9010";NP-T-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"304";"Neva-Tech, Szeged";2620;2370;2615;;1;0;1;"RAL 9010";NP-TF-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"304";"Neva-Tech, Szeged";2620;2370;2497;;1;0;1;"RAL 9010";NP-CZ-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"304";"Neva-Tech, Szeged";2620;2370;2267;;1;0;1;"RAL 9010";NP-CL2+CLT2+CLB2-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"304";"Neva-Tech, Szeged";2620;2370;2509;;1;0;1;"RAL 9010";NP-ROLL70-5000;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"304";"Neva-Tech, Szeged";2620;2370;2445;;1;0;1;"RAL 9010";NP-BAR22-3000;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"305";"Neva-Tech, Szeged";2720;2355;2690;;1;1;0;"RAL 9010";NP-T-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"305";"Neva-Tech, Szeged";2720;2355;2715;;1;1;0;"RAL 9010";NP-TF-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"305";"Neva-Tech, Szeged";2720;2355;2597;;1;1;0;"RAL 9010";NP-CZ-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"305";"Neva-Tech, Szeged";2720;2355;2252;;1;1;0;"RAL 9010";NP-CL2+CLT2+CLB2-9010;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"305";"Neva-Tech, Szeged";2720;2355;2609;;1;1;0;"RAL 9010";NP-ROLL70-5000;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
"305";"Neva-Tech, Szeged";2720;2355;2545;;1;1;0;"RAL 9010";NP-BAR22-3000;Width;false;2026-09-16;NP;CIP;meghajtas=motoros;SM
