externalReference;ownerName;fullWidth_mm;fullHeight_mm;requiredLength;tolerance;quantity;leftCount;rightCount;requiredColorName;materialBarCode;relevantDim;isMeasurementNeeded;dueDate;typeCode;subtypeCode;attributes
"1987";"Kezs Ablak, Bcs.";0;0;1010;;1;0;1;"RAL 7016";NP-T-7016;Width;false;2026-07-21;NP;CIP;
"1987";"Kezs Ablak, Bcs.";0;0;917;;1;0;1;"RAL 7016";NP-CZ-7016;Width;false;2026-07-21;NP;CIP;
"1987";"Kezs Ablak, Bcs.";0;0;1035;;1;0;1;"RAL 7016";NP-TF-7016;Width;false;2026-07-21;NP;CIP;
"1987";"Kezs Ablak, Bcs.";0;0;2297;;1;0;1;"RAL 7016";NP-CL-7016;Width;false;2026-07-21;NP;CIP;
"1987";"Kezs Ablak, Bcs.";0;0;2297;;1;0;1;"RAL 7016";NP-CLB;Width;false;2026-07-21;NP;CIP;
"1987";"Kezs Ablak, Bcs.";0;0;2297;;1;0;1;"RAL 7016";NP-CLT-7016;Width;false;2026-07-21;NP;CIP;
"1987";"Kezs Ablak, Bcs.";0;0;929;;1;0;1;"RAL 7016";NP-ROLL70-6000;Width;false;2026-07-21;NP;CIP;
"1987";"Kezs Ablak, Bcs.";0;0;865;;1;0;1;"RAL 7016";NP-BAR22-3000;Width;false;2026-07-21;NP;CIP;
"1988";"Kezs Ablak, Bcs.";0;0;1040;;1;0;1;"RAL 7016";NP-T-7016;Width;false;2026-07-21;NP;CIP;
"1988";"Kezs Ablak, Bcs.";0;0;1065;;1;0;1;"RAL 7016";NP-TF-7016;Width;false;2026-07-21;NP;CIP;
"1988";"Kezs Ablak, Bcs.";0;0;2297;;1;0;1;"RAL 7016";NP-CL-7016;Width;false;2026-07-21;NP;CIP;
"1988";"Kezs Ablak, Bcs.";0;0;947;;1;0;1;"RAL 7016";NP-CZ-7016;Width;false;2026-07-21;NP;CIP;
"1988";"Kezs Ablak, Bcs.";0;0;2297;;1;0;1;"RAL 7016";NP-CLB;Width;false;2026-07-21;NP;CIP;
"1988";"Kezs Ablak, Bcs.";0;0;959;;1;0;1;"RAL 7016";NP-ROLL70-6000;Width;false;2026-07-21;NP;CIP;
"1988";"Kezs Ablak, Bcs.";0;0;895;;1;0;1;"RAL 7016";NP-BAR22-3000;Width;false;2026-07-21;NP;CIP;
"1989";"Kezs Ablak, Bcs.";0;0;3640;;1;0;1;"RAL 7016";NP-T-7016;Width;false;2026-07-20;NP;CIP;
"1989";"Kezs Ablak, Bcs.";0;0;3665;;1;0;1;"RAL 7016";NP-TF-7016;Width;false;2026-07-20;NP;CIP;
"1989";"Kezs Ablak, Bcs.";0;0;3547;;1;0;1;"RAL 7016";NP-CZ-7016;Width;false;2026-07-20;NP;CIP;
"1989";"Kezs Ablak, Bcs.";0;0;2297;;1;0;1;"RAL 7016";NP-CL-7016;Width;false;2026-07-20;NP;CIP;
"1989";"Kezs Ablak, Bcs.";0;0;2297;;1;0;1;"RAL 7016";NP-CLT-7016;Width;false;2026-07-20;NP;CIP;
"1989";"Kezs Ablak, Bcs.";0;0;2297;;1;0;1;"RAL 7016";NP-CLB;Width;false;2026-07-20;NP;CIP;
"1989";"Kezs Ablak, Bcs.";0;0;3559;;1;0;1;"RAL 7016";NP-ROLL78-7000;Width;false;2026-07-20;NP;CIP;
"1989";"Kezs Ablak, Bcs.";0;0;3495;;1;0;1;"RAL 7016";NP-BAR22-3000;Width;false;2026-07-20;NP;CIP;
"33";"Nevatech, Szeged";0;0;2240;;1;0;1;"RAL 9010";NP-T-9010;Width;false;2026-07-20;NP;CIP;
"33";"Nevatech, Szeged";0;0;2265;;1;0;1;"RAL 9010";NP-TF-9010;Width;false;2026-07-20;NP;CIP;
"33";"Nevatech, Szeged";0;0;2147;;1;0;1;"RAL 9010";NP-CZ-9010;Width;false;2026-07-20;NP;CIP;
"33";"Nevatech, Szeged";0;0;1117;;1;0;1;"RAL 9010";NP-CL-9010;Width;false;2026-07-20;NP;CIP;
"33";"Nevatech, Szeged";0;0;1117;;1;0;1;"RAL 9010";NP-CLB;Width;false;2026-07-20;NP;CIP;
"33";"Nevatech, Szeged";0;0;2159;;1;0;1;"RAL 9010";NP-ROLL70-6000;Width;false;2026-07-20;NP;CIP;
"33";"Nevatech, Szeged";0;0;2095;;1;0;1;"RAL 9010";NP-BAR22-3000;Width;false;2026-07-20;NP;CIP;
"33";"Nevatech, Szeged";0;0;1117;;1;0;1;"RAL 9010";NP-CLT-9010;Width;false;2026-07-20;NP;CIP;
"34";"Nevatech, Szeged";2230;1220;2200;;1;1;0;"RAL 9010";NP-T-9010;Width;false;2026-07-21;NP;CIP;
"34";"Nevatech, Szeged";2230;1220;2225;;1;1;0;"RAL 9010";NP-TF-9010;Width;false;2026-07-21;NP;CIP;
