externalReference;ownerName;fullWidth_mm;fullHeight_mm;requiredLength;tolerance;quantity;leftCount;rightCount;requiredColorName;materialBarCode;relevantDim;isMeasurementNeeded;dueDate;typeCode;subtypeCode;attributes
"86";"Vertex, Miskolc";2600;2880;2570;;1;0;1;"RAL 7035";NP-T;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"86";"Vertex, Miskolc";2600;2880;2595;;1;0;1;"RAL 7035";NP-TF;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"86";"Vertex, Miskolc";2600;2880;2477;;1;0;1;"RAL 7035";NP-CZ;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"86";"Vertex, Miskolc";2600;2880;2777;;1;0;1;"RAL 7035";NP-CL;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"86";"Vertex, Miskolc";2600;2880;2777;;1;0;1;"RAL 7035";NP-CLB;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"86";"Vertex, Miskolc";2600;2880;2777;;1;0;1;"RAL 7035";NP-CLT;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"86";"Vertex, Miskolc";2600;2880;2485;;1;0;1;"RAL 7035";NP-ROLL70-6000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"86";"Vertex, Miskolc";2600;2880;2435;;1;0;1;"RAL 7035";NP-BAR22-3000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"87";"Vertex, Miskolc";2600;2880;2570;;1;0;1;"RAL 7035";NP-T;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"87";"Vertex, Miskolc";2600;2880;2595;;1;0;1;"RAL 7035";NP-TF;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"87";"Vertex, Miskolc";2600;2880;2477;;1;0;1;"RAL 7035";NP-CZ;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"87";"Vertex, Miskolc";2600;2880;2777;;1;0;1;"RAL 7035";NP-CL;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"87";"Vertex, Miskolc";2600;2880;2777;;1;0;1;"RAL 7035";NP-CLB;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"87";"Vertex, Miskolc";2600;2880;2777;;1;0;1;"RAL 7035";NP-CLT;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"87";"Vertex, Miskolc";2600;2880;2485;;1;0;1;"RAL 7035";NP-ROLL70-6000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"87";"Vertex, Miskolc";2600;2880;2435;;1;0;1;"RAL 7035";NP-BAR22-3000;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"88";"Vertex, Miskolc";2600;2880;2570;;1;1;0;"RAL 7035";NP-T;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"88";"Vertex, Miskolc";2600;2880;2595;;1;1;0;"RAL 7035";NP-TF;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"88";"Vertex, Miskolc";2600;2880;2477;;1;1;0;"RAL 7035";NP-CZ;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"88";"Vertex, Miskolc";2600;2880;2777;;1;1;0;"RAL 7035";NP-CL;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
"88";"Vertex, Miskolc";2600;2880;2777;;1;1;0;"RAL 7035";NP-CLB;Width;false;2026-08-11;NP;CIP;meghajtas=motoros
